"specificEpithet","decimalLatitude","decimalLongitude"
"bifarius",39.429,-120.2018
"bifarius",39.504,-120.23597
"bifarius",40.34,-120.23
"bifarius",41.51798,-120.23056
"bifarius",41.97603,-120.20953
"bifarius",42.188848,-120.246949
"bifarius",47.62339,-120.22808
"bifarius",38.79,-120.18333
"bifarius",38.84361,-120.17733
"bifarius",39.11092,-120.18691
"bifarius",39.1549,-120.1563
"bifarius",39.21157,-120.19852
"bifarius",39.32565,-120.17383
"bifarius",39.3547,-120.1726
"bifarius",39.42386,-120.18684
"bifarius",42.055567,-120.16497
"bifarius",42.2974,-120.15604
"bifarius",47.564413,-120.198434
"bifarius",48.4736,-120.179
"bifarius",38.66824,-120.12157
"bifarius",38.79694,-120.1442
"bifarius",38.80213,-120.11657
"bifarius",38.8729,-120.11055
"bifarius",39.04431,-120.14368
"bifarius",39.16667,-120.1433
"bifarius",39.3706,-120.1158
"bifarius",39.42796,-120.10131
"bifarius",39.4787,-120.1319
"bifarius",46.27028,-120.1492
"bifarius",47.3283,-120.1451
"bifarius",38.64633,-120.09667
"bifarius",38.84154,-120.07551
"bifarius",38.8755,-120.096
"bifarius",38.92046,-120.06157
"bifarius",39.22685,-120.08185
"bifarius",39.38931,-120.09813
"bifarius",38.1412,-120.0224
"bifarius",38.19825,-120.00935
"bifarius",38.6674,-120.01212
"bifarius",38.83389,-120.04056
"bifarius",38.85601,-120.01296
"bifarius",39.22601,-120.00408
"bifarius",39.39457,-120.02152
"bifarius",39.4725,-120.03944
"bifarius",39.77546,-120.03936
"bifarius",47.8408,-120.0149
"bifarius",37.4849,-119.9663
"bifarius",38.02965,-119.97405
"bifarius",38.18852,-119.99073
"bifarius",38.2348,-119.981
"bifarius",38.69379,-119.98851
"bifarius",38.71733,-119.95388
"bifarius",39.00022,-119.95885
"bifarius",39.26728,-119.96402
"bifarius",48.711,-119.9564
"bifarius",34.75276,-119.94403
"bifarius",38.02,-119.94
"bifarius",38.30284,-119.93982
"bifarius",38.68324,-119.93073
"bifarius",38.733,-119.933
"bifarius",38.77712,-119.93295
"bifarius",39.08265,-119.93804
"bifarius",39.1983,-119.9067
"bifarius",39.303579,-119.913426
"bifarius",39.53,-119.91
"bifarius",48.39298,-119.90317
"bifarius",48.6003,-119.9355
"bifarius",48.6848,-119.9255
"bifarius",48.8104,-119.9477
"bifarius",48.8568,-119.9463
"bifarius",37.97375,-119.87895
"bifarius",38.9766,-119.8878
"bifarius",39.3133,-119.8956
"bifarius",48.38848,-119.88729
"bifarius",48.5946,-119.8706
"bifarius",48.8995,-119.8922
"bifarius",36.67,-119.83
"bifarius",38.341,-119.8338
"bifarius",38.54547,-119.81112
"bifarius",38.9654,-119.847
"bifarius",39.09003,-119.84361
"bifarius",39.163881,-119.813131
"bifarius",39.5297,-119.8128
"bifarius",48.6347,-119.8165
"bifarius",48.6555,-119.8395
"bifarius",48.8663,-119.8434
"bifarius",38.6949,-119.7792
"bifarius",39.0988,-119.775
"bifarius",39.1639,-119.7664
"bifarius",39.2746,-119.7863
"bifarius",46.20679,-119.76892
"bifarius",48.6036,-119.7651
"bifarius",38.31157,-119.74573
"bifarius",48.5575,-119.7486
"bifarius",37.53688,-119.65626
"bifarius",38.1738,-119.69656
"bifarius",38.25991,-119.65183
"bifarius",38.3225,-119.6765
"bifarius",37.66768,-119.62322
"bifarius",37.8607,-119.6155
"bifarius",38.32127,-119.64379
"bifarius",38.3542,-119.63483
"bifarius",38.67546,-119.62044
"bifarius",37.33096,-119.57432
"bifarius",37.747,-119.5982
"bifarius",37.806,-119.565
"bifarius",38.30026,-119.59705
"bifarius",40.06,-119.56
"bifarius",37.39966,-119.52153
"bifarius",38.3212,-119.5491
"bifarius",38.3513,-119.52155
"bifarius",38.56629,-119.50711
"bifarius",48.41098,-119.52755
"bifarius",37.56299,-119.48959
"bifarius",44.90806,-119.46028
"bifarius",37.59743,-119.42347
"bifarius",47.58367,-119.41174
"bifarius",37.5129,-119.3945
"bifarius",37.87562,-119.37665
"bifarius",38.3494,-119.3529
"bifarius",38.41327,-119.37307
"bifarius",37.49699,-119.32813
"bifarius",37.86409,-119.30181
"bifarius",37.9392,-119.3135
"bifarius",37.9666,-119.3213
"bifarius",47.61,-119.33
"bifarius",37.73937,-119.27153
"bifarius",37.88543,-119.26997
"bifarius",37.9392,-119.25727
"bifarius",38.04797,-119.26515
"bifarius",48.21335,-119.25425
"bifarius",36.72865,-119.247
"bifarius",37.23168,-119.2351
"bifarius",37.28298,-119.24323
"bifarius",37.5485,-119.2337
"bifarius",37.8908,-119.2303
"bifarius",38.03159,-119.220989
"bifarius",37.73611,-119.19389
"bifarius",37.874,-119.165
"bifarius",36.4275,-119.1161
"bifarius",37.71527,-119.14794
"bifarius",37.81667,-119.11503
"bifarius",37.0925,-119.06194
"bifarius",37.6016,-119.08346
"bifarius",37.68437,-119.09597
"bifarius",37.77988,-119.07548
"bifarius",48.4964,-119.0716
"bifarius",48.866,-119.0532
"bifarius",36.56534,-119.04065
"bifarius",37.3266,-119.01761
"bifarius",37.60392,-119.00011
"bifarius",47.941,-119.004
"bifarius",48.22218,-119.04297
"bifarius",48.7017,-119.0254
"bifarius",37.2725,-118.9656
